transaction_id,store_id,store_region,loyalty_flag,payment_type,total_quantity,distinct_products,transaction_value
TXN-0003443,ST-LON-001,Central,Y,Credit,4,2,30.26
TXN-0003444,ST-LON-001,Central,N,Debit,6,4,47.81
TXN-0003445,ST-LON-001,Central,Y,Debit,1,1,17.45
TXN-0003446,ST-LON-001,Central,N,Debit,3,1,53.43
TXN-0003447,ST-LON-001,Central,Y,Credit,5,4,38.80
TXN-0003448,ST-LON-001,Central,Y,Debit,6,5,58.55
TXN-0003449,ST-LON-001,Central,Y,Debit,7,4,79.81
TXN-0003450,ST-LON-001,Central,Y,Debit,2,2,17.32
TXN-0003451,ST-LON-001,Central,N,Credit,2,1,29.70
TXN-0003452,ST-LON-001,Central,Y,Cash,6,4,87.58
TXN-0003453,ST-LON-001,Central,Y,Debit,3,3,20.64
TXN-0003454,ST-LON-001,Central,N,Credit,3,3,28.54
TXN-0003455,ST-OTT-001,Eastern,Y,Debit,6,4,63.03
TXN-0003456,ST-OTT-001,Eastern,Y,Credit,7,5,74.42
TXN-0003457,ST-OTT-001,Eastern,Y,Cash,3,2,41.63
TXN-0003458,ST-OTT-001,Eastern,N,Credit,2,1,6.76
TXN-0003459,ST-OTT-001,Eastern,Y,Debit,6,4,48.73
TXN-0003460,ST-OTT-001,Eastern,Y,Debit,3,2,25.62
TXN-0003461,ST-OTT-001,Eastern,N,Debit,1,1,12.13
TXN-0003462,ST-OTT-001,Eastern,Y,Debit,6,4,78.47
TXN-0003463,ST-OTT-001,Eastern,N,Debit,4,2,35.46
TXN-0003464,ST-OTT-001,Eastern,Y,Debit,6,3,37.52
TXN-0003465,ST-OTT-001,Eastern,N,Debit,3,2,40.46
TXN-0003466,ST-OTT-001,Eastern,N,Mobile,2,2,15.48
TXN-0003467,ST-OTT-001,Eastern,Y,Credit,5,3,33.29
TXN-0003468,ST-OTT-001,Eastern,N,Credit,7,4,32.25
TXN-0003469,ST-OTT-001,Eastern,N,Credit,5,3,47.09
TXN-0003470,ST-OTT-002,Eastern,N,Mobile,7,4,54.30
TXN-0003471,ST-OTT-002,Eastern,N,Credit,9,4,129.93
TXN-0003472,ST-OTT-002,Eastern,N,Debit,2,2,21.76
TXN-0003473,ST-OTT-002,Eastern,Y,Debit,6,3,27.54
TXN-0003474,ST-OTT-002,Eastern,Y,Credit,4,3,27.54
TXN-0003475,ST-OTT-002,Eastern,N,Credit,1,1,7.95
TXN-0003476,ST-OTT-002,Eastern,Y,Credit,4,3,55.78
TXN-0003477,ST-OTT-002,Eastern,N,Credit,8,2,68.40
TXN-0003478,ST-OTT-002,Eastern,N,Debit,7,5,79.94
TXN-0003479,ST-OTT-002,Eastern,N,Credit,6,4,77.33
TXN-0003480,ST-OTT-002,Eastern,N,Credit,4,3,34.46
TXN-0003481,ST-OTT-002,Eastern,Y,Credit,5,3,27.19
TXN-0003482,ST-OTT-002,Eastern,N,Credit,4,2,40.84
TXN-0003483,ST-OTT-002,Eastern,Y,Credit,6,4,63.13
TXN-0003484,ST-OTT-002,Eastern,Y,Debit,1,1,6.54
TXN-0003485,ST-CAL-001,Western,N,Credit,5,4,47.42
TXN-0003486,ST-CAL-001,Western,Y,Credit,1,1,15.60
TXN-0003487,ST-CAL-001,Western,Y,Debit,2,2,23.76
TXN-0003488,ST-CAL-001,Western,Y,Mobile,4,3,37.72
TXN-0003489,ST-CAL-001,Western,Y,Debit,8,4,85.03
TXN-0003490,ST-CAL-001,Western,N,Mobile,7,3,65.12
TXN-0003491,ST-CAL-001,Western,N,Debit,3,3,41.32
TXN-0003492,ST-CAL-001,Western,N,Debit,5,2,44.51
TXN-0003493,ST-CAL-001,Western,Y,Credit,2,2,30.79
TXN-0003494,ST-CAL-001,Western,Y,Credit,5,2,76.26
TXN-0003495,ST-CAL-001,Western,N,Credit,11,7,95.64
TXN-0003496,ST-CAL-001,Western,Y,Credit,3,2,48.21
TXN-0003497,ST-CAL-001,Western,Y,Credit,2,2,14.22
TXN-0003498,ST-CAL-001,Western,N,Credit,10,5,84.41
TXN-0003499,ST-EDM-001,Western,Y,Mobile,2,2,15.58
TXN-0003500,ST-EDM-001,Western,N,Debit,8,5,70.12
TXN-0003501,ST-EDM-001,Western,Y,Cash,3,3,22.46
TXN-0003502,ST-EDM-001,Western,Y,Credit,9,5,96.45
TXN-0003503,ST-EDM-001,Western,Y,Credit,1,1,10.88
TXN-0003504,ST-EDM-001,Western,Y,Credit,4,3,19.06
TXN-0003505,ST-EDM-001,Western,Y,Cash,4,2,62.60
TXN-0003506,ST-EDM-001,Western,Y,Debit,3,3,21.81
TXN-0003507,ST-EDM-001,Western,N,Credit,2,2,7.82
TXN-0003508,ST-EDM-001,Western,Y,Mobile,5,4,49.43
TXN-0003509,ST-EDM-001,Western,N,Credit,4,2,39.57
TXN-0003510,ST-EDM-001,Western,N,Mobile,5,4,69.44
TXN-0003511,ST-EDM-001,Western,N,Credit,3,2,36.41
TXN-0003512,ST-EDM-001,Western,Y,Credit,3,3,28.15
TXN-0003513,ST-EDM-001,Western,Y,Debit,2,2,11.61
TXN-0003514,ST-EDM-001,Western,Y,Cash,4,3,29.38
TXN-0003515,ST-TOR-001,Central,Y,Credit,4,3,25.39
TXN-0003516,ST-TOR-001,Central,Y,Credit,6,4,59.84
TXN-0003517,ST-TOR-001,Central,N,Debit,4,3,32.43
TXN-0003518,ST-TOR-001,Central,N,Credit,3,3,23.37
TXN-0003519,ST-TOR-001,Central,N,Debit,5,3,56.25
TXN-0003520,ST-TOR-001,Central,Y,Credit,2,2,14.37
TXN-0003521,ST-TOR-001,Central,Y,Credit,10,6,37.35
TXN-0003522,ST-TOR-001,Central,Y,Debit,4,3,14.85
TXN-0003523,ST-TOR-001,Central,Y,Debit,5,3,48.50
TXN-0003524,ST-TOR-001,Central,Y,Credit,6,4,64.78
TXN-0003525,ST-TOR-001,Central,Y,Debit,3,1,26.43
TXN-0003526,ST-TOR-001,Central,Y,Credit,7,4,79.42
TXN-0003527,ST-TOR-001,Central,Y,Credit,8,4,74.22
TXN-0003528,ST-TOR-001,Central,N,Debit,2,2,11.12
TXN-0003529,ST-TOR-001,Central,Y,Debit,2,2,19.15
TXN-0003530,ST-TOR-001,Central,N,Credit,2,2,18.83
TXN-0003531,ST-TOR-001,Central,Y,Credit,4,2,37.16
TXN-0003532,ST-TOR-001,Central,N,Credit,5,3,36.20
TXN-0003533,ST-TOR-001,Central,N,Debit,3,2,31.10
TXN-0003534,ST-TOR-001,Central,N,Debit,3,2,36.69
TXN-0003535,ST-TOR-001,Central,Y,Credit,6,5,51.79
TXN-0003536,ST-TOR-001,Central,Y,Debit,2,2,15.24
TXN-0003537,ST-TOR-002,Central,Y,Credit,4,4,24.67
TXN-0003538,ST-TOR-002,Central,Y,Credit,7,6,52.24
TXN-0003539,ST-TOR-002,Central,Y,Debit,1,1,5.35
TXN-0003540,ST-TOR-002,Central,Y,Debit,6,2,22.80
TXN-0003541,ST-TOR-002,Central,Y,Cash,4,4,19.52
TXN-0003542,ST-TOR-002,Central,Y,Credit,7,4,58.95
TXN-0003543,ST-TOR-002,Central,Y,Credit,2,1,4.50
TXN-0003544,ST-TOR-002,Central,N,Credit,4,4,47.78
TXN-0003545,ST-TOR-002,Central,Y,Debit,3,2,33.51
TXN-0003546,ST-TOR-002,Central,N,Debit,7,4,52.56
TXN-0003547,ST-TOR-002,Central,Y,Debit,3,1,10.32
TXN-0003548,ST-TOR-002,Central,Y,Debit,3,3,24.92
TXN-0003549,ST-TOR-002,Central,N,Debit,6,4,56.18
TXN-0003550,ST-TOR-002,Central,Y,Credit,3,3,25.36
TXN-0003551,ST-TOR-002,Central,Y,Credit,5,3,28.48
TXN-0003552,ST-TOR-002,Central,Y,Cash,3,3,26.69
TXN-0003553,ST-TOR-002,Central,N,Debit,7,3,86.70
TXN-0003554,ST-TOR-002,Central,Y,Cash,2,2,27.40
TXN-0003555,ST-SCA-001,Central,N,Mobile,6,4,58.69
TXN-0003556,ST-SCA-001,Central,Y,Credit,6,4,38.32
TXN-0003557,ST-SCA-001,Central,Y,Debit,2,2,11.77
TXN-0003558,ST-SCA-001,Central,Y,Credit,2,2,22.27
TXN-0003559,ST-SCA-001,Central,Y,Debit,1,1,3.11
TXN-0003560,ST-SCA-001,Central,Y,Debit,3,3,29.58
TXN-0003561,ST-SCA-001,Central,N,Debit,3,1,9.27
TXN-0003562,ST-SCA-001,Central,Y,Credit,6,4,45.53
TXN-0003563,ST-SCA-001,Central,N,Credit,6,3,47.73
TXN-0003564,ST-SCA-001,Central,Y,Mobile,7,4,42.18
TXN-0003565,ST-SCA-001,Central,Y,Credit,7,4,52.61
TXN-0003566,ST-SCA-001,Central,N,Credit,2,2,20.64
TXN-0003567,ST-SCA-001,Central,Y,Cash,2,2,29.54
TXN-0003568,ST-SCA-001,Central,Y,Debit,8,5,68.55
TXN-0003569,ST-SCA-001,Central,Y,Credit,1,1,2.60
TXN-0003570,ST-SCA-001,Central,N,Credit,4,3,34.93
TXN-0003571,ST-SCA-001,Central,Y,Debit,4,2,51.21
TXN-0003572,ST-SCA-001,Central,N,Credit,4,2,42.00
TXN-0003573,ST-SCA-001,Central,Y,Credit,4,2,49.37
TXN-0003574,ST-SCA-001,Central,Y,Credit,5,4,56.84
TXN-0003575,ST-SCA-001,Central,Y,Credit,1,1,8.44
TXN-0003576,ST-MIS-001,Central,N,Debit,3,3,24.49
TXN-0003577,ST-MIS-001,Central,N,Credit,5,4,62.33
TXN-0003578,ST-MIS-001,Central,Y,Credit,3,3,12.85
TXN-0003579,ST-MIS-001,Central,Y,Credit,1,1,16.83
TXN-0003580,ST-MIS-001,Central,Y,Cash,2,2,14.56
TXN-0003581,ST-MIS-001,Central,N,Mobile,5,3,57.32
TXN-0003582,ST-MIS-001,Central,N,Debit,7,4,64.55
TXN-0003583,ST-MIS-001,Central,Y,Credit,5,2,64.17
TXN-0003584,ST-MIS-001,Central,N,Credit,12,5,154.88
TXN-0003585,ST-MIS-001,Central,Y,Debit,3,3,22.02
TXN-0003586,ST-MIS-001,Central,Y,Cash,4,2,26.21
TXN-0003587,ST-MIS-001,Central,N,Credit,8,6,80.74
TXN-0003588,ST-MIS-001,Central,Y,Credit,4,3,43.89
TXN-0003589,ST-MIS-001,Central,Y,Mobile,3,2,32.15
TXN-0003590,ST-MIS-001,Central,N,Credit,4,3,55.51
TXN-0003591,ST-MIS-001,Central,Y,Debit,1,1,3.12
TXN-0003592,ST-MIS-001,Central,Y,Credit,5,4,32.26
TXN-0003593,ST-BRA-001,Central,Y,Cash,3,3,13.64
TXN-0003594,ST-BRA-001,Central,Y,Credit,3,3,26.84
TXN-0003595,ST-BRA-001,Central,Y,Credit,2,2,21.51
TXN-0003596,ST-BRA-001,Central,Y,Debit,5,2,51.33
TXN-0003597,ST-BRA-001,Central,Y,Debit,7,6,63.81
TXN-0003598,ST-BRA-001,Central,N,Cash,6,5,77.36
TXN-0003599,ST-BRA-001,Central,Y,Credit,6,5,78.67
TXN-0003600,ST-BRA-001,Central,Y,Credit,2,2,26.05
TXN-0003601,ST-BRA-001,Central,Y,Credit,7,3,40.44
TXN-0003602,ST-HAM-001,Central,Y,Debit,3,3,28.97
TXN-0003603,ST-HAM-001,Central,Y,Debit,5,3,49.43
TXN-0003604,ST-HAM-001,Central,N,Debit,1,1,11.98
TXN-0003605,ST-HAM-001,Central,Y,Debit,2,2,17.21
TXN-0003606,ST-HAM-001,Central,N,Cash,1,1,11.54
TXN-0003607,ST-HAM-001,Central,Y,Credit,3,3,23.21
TXN-0003608,ST-HAM-001,Central,Y,Credit,3,3,27.39
TXN-0003609,ST-HAM-001,Central,Y,Debit,4,3,49.50
TXN-0003610,ST-HAM-001,Central,N,Credit,8,5,69.61
TXN-0003611,ST-HAM-001,Central,Y,Debit,2,2,26.50
TXN-0003612,ST-HAM-001,Central,Y,Debit,4,4,32.81
TXN-0003613,ST-HAM-001,Central,Y,Credit,7,4,78.16
TXN-0003614,ST-KIT-001,Central,Y,Cash,4,4,23.01
TXN-0003615,ST-KIT-001,Central,N,Mobile,4,3,55.99
TXN-0003616,ST-KIT-001,Central,Y,Credit,2,2,8.61
TXN-0003617,ST-KIT-001,Central,N,Debit,4,4,28.20
TXN-0003618,ST-KIT-001,Central,Y,Debit,4,3,29.47
TXN-0003619,ST-KIT-001,Central,Y,Debit,7,3,76.53
TXN-0003620,ST-KIT-001,Central,Y,Cash,3,2,33.13
TXN-0003621,ST-KIT-001,Central,Y,Debit,1,1,8.71
TXN-0003622,ST-KIT-001,Central,Y,Debit,4,3,27.94
TXN-0003623,ST-KIT-001,Central,Y,Mobile,2,1,6.26
TXN-0003624,ST-KIT-001,Central,Y,Cash,7,6,85.22
TXN-0003625,ST-LON-001,Central,N,Cash,4,3,41.32
TXN-0003626,ST-LON-001,Central,Y,Cash,5,4,54.87
TXN-0003627,ST-LON-001,Central,Y,Credit,3,2,53.41
TXN-0003628,ST-LON-001,Central,N,Credit,5,2,28.19
TXN-0003629,ST-LON-001,Central,Y,Cash,7,5,51.85
TXN-0003630,ST-LON-001,Central,N,Credit,8,3,85.40
TXN-0003631,ST-LON-001,Central,N,Debit,1,1,6.13
TXN-0003632,ST-LON-001,Central,N,Credit,3,2,35.60
TXN-0003633,ST-LON-001,Central,Y,Credit,5,3,48.90
TXN-0003634,ST-LON-001,Central,Y,Credit,12,6,103.20
TXN-0003635,ST-LON-001,Central,N,Cash,3,2,37.70
TXN-0003636,ST-LON-001,Central,Y,Debit,6,3,23.80
TXN-0003637,ST-LON-001,Central,Y,Debit,6,5,57.68
TXN-0003638,ST-LON-001,Central,Y,Debit,1,1,2.13
TXN-0003639,ST-LON-001,Central,N,Debit,4,1,13.32
TXN-0003640,ST-LON-001,Central,N,Cash,3,2,44.21
TXN-0003641,ST-LON-001,Central,N,Cash,3,2,15.26
TXN-0003642,ST-LON-001,Central,N,Credit,2,2,16.34
TXN-0003643,ST-OTT-001,Eastern,Y,Credit,6,3,43.65
TXN-0003644,ST-OTT-001,Eastern,Y,Credit,6,4,20.85
TXN-0003645,ST-OTT-001,Eastern,Y,Debit,2,2,30.68
TXN-0003646,ST-OTT-001,Eastern,N,Debit,1,1,15.59
TXN-0003647,ST-OTT-001,Eastern,N,Debit,4,2,61.00
TXN-0003648,ST-OTT-001,Eastern,Y,Mobile,3,1,46.35
TXN-0003649,ST-OTT-001,Eastern,Y,Debit,8,4,87.94
TXN-0003650,ST-OTT-001,Eastern,Y,Credit,4,3,53.46
TXN-0003651,ST-OTT-001,Eastern,Y,Debit,4,2,46.05
TXN-0003652,ST-OTT-001,Eastern,Y,Credit,3,2,41.26
TXN-0003653,ST-OTT-001,Eastern,N,Credit,5,4,40.14
TXN-0003654,ST-OTT-001,Eastern,N,Credit,2,2,7.58
TXN-0003655,ST-OTT-001,Eastern,Y,Credit,5,5,55.44
TXN-0003656,ST-OTT-001,Eastern,Y,Credit,1,1,11.47
TXN-0003657,ST-OTT-001,Eastern,N,Debit,3,2,34.37
TXN-0003658,ST-OTT-001,Eastern,Y,Cash,5,4,53.72
TXN-0003659,ST-OTT-001,Eastern,Y,Credit,7,4,64.14
TXN-0003660,ST-OTT-001,Eastern,Y,Credit,8,5,60.83
TXN-0003661,ST-OTT-001,Eastern,N,Credit,6,4,54.21
TXN-0003662,ST-OTT-001,Eastern,Y,Cash,1,1,2.25
TXN-0003663,ST-OTT-001,Eastern,Y,Cash,5,5,28.01
TXN-0003664,ST-OTT-002,Eastern,Y,Credit,8,4,81.65
TXN-0003665,ST-OTT-002,Eastern,Y,Cash,12,7,103.85
TXN-0003666,ST-OTT-002,Eastern,N,Credit,6,5,47.64
TXN-0003667,ST-OTT-002,Eastern,Y,Credit,11,6,77.86
TXN-0003668,ST-OTT-002,Eastern,Y,Cash,6,3,92.05
TXN-0003669,ST-OTT-002,Eastern,Y,Credit,7,5,43.15
TXN-0003670,ST-OTT-002,Eastern,Y,Credit,5,4,41.67
TXN-0003671,ST-OTT-002,Eastern,N,Debit,6,4,33.11
TXN-0003672,ST-OTT-002,Eastern,N,Debit,3,2,30.12
TXN-0003673,ST-OTT-002,Eastern,N,Cash,5,3,67.58
TXN-0003674,ST-OTT-002,Eastern,Y,Credit,6,4,37.60
TXN-0003675,ST-OTT-002,Eastern,N,Debit,1,1,11.98
TXN-0003676,ST-CAL-001,Western,N,Debit,5,2,67.06
TXN-0003677,ST-CAL-001,Western,N,Debit,5,2,29.17
TXN-0003678,ST-CAL-001,Western,N,Credit,2,2,22.15
TXN-0003679,ST-CAL-001,Western,Y,Mobile,3,1,52.11
TXN-0003680,ST-CAL-001,Western,N,Credit,4,2,31.72
TXN-0003681,ST-CAL-001,Western,Y,Credit,1,1,3.14
TXN-0003682,ST-CAL-001,Western,Y,Credit,5,3,32.22
TXN-0003683,ST-CAL-001,Western,Y,Cash,5,4,66.16
TXN-0003684,ST-CAL-001,Western,Y,Debit,7,3,49.61
TXN-0003685,ST-CAL-001,Western,Y,Credit,4,2,45.60
TXN-0003686,ST-CAL-001,Western,Y,Debit,4,2,21.30
TXN-0003687,ST-CAL-001,Western,Y,Credit,3,2,16.37
TXN-0003688,ST-CAL-001,Western,Y,Debit,7,4,42.97
TXN-0003689,ST-CAL-001,Western,Y,Debit,9,7,80.20
TXN-0003690,ST-EDM-001,Western,N,Credit,4,3,56.22
TXN-0003691,ST-EDM-001,Western,Y,Credit,2,1,14.30
TXN-0003692,ST-EDM-001,Western,Y,Debit,4,3,35.05
TXN-0003693,ST-EDM-001,Western,Y,Credit,2,2,28.09
TXN-0003694,ST-EDM-001,Western,Y,Credit,4,3,20.69
TXN-0003695,ST-EDM-001,Western,Y,Credit,4,3,30.56
TXN-0003696,ST-EDM-001,Western,Y,Debit,6,3,29.64
TXN-0003697,ST-EDM-001,Western,N,Credit,6,5,44.03
TXN-0003698,ST-EDM-001,Western,Y,Credit,3,3,24.76
TXN-0003699,ST-EDM-001,Western,N,Credit,2,2,10.58
TXN-0003700,ST-EDM-001,Western,Y,Debit,2,2,19.56
TXN-0003701,ST-EDM-001,Western,N,Mobile,3,2,27.32
TXN-0003702,ST-EDM-001,Western,Y,Debit,6,4,68.93
TXN-0003703,ST-EDM-001,Western,N,Cash,2,1,4.40
TXN-0003704,ST-TOR-001,Central,N,Credit,4,3,45.51
TXN-0003705,ST-TOR-001,Central,N,Mobile,4,2,37.42
TXN-0003706,ST-TOR-001,Central,Y,Credit,1,1,3.23
TXN-0003707,ST-TOR-001,Central,N,Mobile,5,2,14.43
TXN-0003708,ST-TOR-001,Central,N,Mobile,2,2,12.89
TXN-0003709,ST-TOR-001,Central,Y,Debit,9,7,89.02
TXN-0003710,ST-TOR-001,Central,Y,Debit,3,2,39.63
TXN-0003711,ST-TOR-001,Central,Y,Credit,8,3,82.90
TXN-0003712,ST-TOR-001,Central,Y,Debit,2,2,6.72
TXN-0003713,ST-TOR-001,Central,N,Cash,5,4,67.06
TXN-0003714,ST-TOR-001,Central,N,Credit,4,2,9.02
TXN-0003715,ST-TOR-001,Central,Y,Debit,6,5,56.91
TXN-0003716,ST-TOR-001,Central,Y,Cash,8,3,101.70
TXN-0003717,ST-TOR-001,Central,Y,Credit,3,2,34.96
TXN-0003718,ST-TOR-001,Central,Y,Debit,6,4,23.33
TXN-0003719,ST-TOR-002,Central,Y,Cash,7,4,62.22
TXN-0003720,ST-TOR-002,Central,Y,Credit,5,3,38.58
TXN-0003721,ST-TOR-002,Central,N,Credit,5,3,73.18
TXN-0003722,ST-TOR-002,Central,Y,Cash,5,3,21.31
TXN-0003723,ST-TOR-002,Central,Y,Credit,3,3,42.98
TXN-0003724,ST-TOR-002,Central,N,Credit,6,4,41.34
TXN-0003725,ST-TOR-002,Central,Y,Mobile,6,2,56.76
TXN-0003726,ST-TOR-002,Central,Y,Credit,2,2,5.19
TXN-0003727,ST-TOR-002,Central,Y,Debit,4,3,42.80
TXN-0003728,ST-TOR-002,Central,Y,Debit,3,3,32.52
TXN-0003729,ST-SCA-001,Central,Y,Credit,2,2,16.21
TXN-0003730,ST-SCA-001,Central,N,Debit,2,2,6.62
TXN-0003731,ST-SCA-001,Central,Y,Mobile,2,1,8.78
TXN-0003732,ST-SCA-001,Central,Y,Debit,7,3,63.13
TXN-0003733,ST-SCA-001,Central,Y,Debit,4,2,14.12
TXN-0003734,ST-SCA-001,Central,Y,Debit,4,3,20.86
TXN-0003735,ST-SCA-001,Central,Y,Debit,2,2,16.01
TXN-0003736,ST-SCA-001,Central,N,Debit,7,5,83.99
TXN-0003737,ST-SCA-001,Central,Y,Mobile,1,1,8.74
TXN-0003738,ST-MIS-001,Central,N,Debit,4,3,34.79
TXN-0003739,ST-MIS-001,Central,N,Debit,3,2,46.71
TXN-0003740,ST-MIS-001,Central,Y,Credit,7,3,20.71
TXN-0003741,ST-MIS-001,Central,Y,Debit,2,2,11.08
TXN-0003742,ST-MIS-001,Central,Y,Debit,3,3,37.23
TXN-0003743,ST-MIS-001,Central,Y,Credit,2,2,26.17
TXN-0003744,ST-MIS-001,Central,Y,Debit,1,1,15.37
TXN-0003745,ST-MIS-001,Central,N,Credit,4,2,67.03
TXN-0003746,ST-MIS-001,Central,Y,Cash,2,2,26.79
TXN-0003747,ST-MIS-001,Central,Y,Credit,1,1,3.30
TXN-0003748,ST-MIS-001,Central,N,Debit,7,4,64.42
TXN-0003749,ST-MIS-001,Central,Y,Credit,8,3,106.86
TXN-0003750,ST-BRA-001,Central,Y,Credit,4,1,28.64
TXN-0003751,ST-BRA-001,Central,Y,Credit,3,2,29.98
TXN-0003752,ST-BRA-001,Central,N,Credit,1,1,12.29
TXN-0003753,ST-BRA-001,Central,N,Credit,2,2,30.68
TXN-0003754,ST-BRA-001,Central,Y,Credit,5,3,49.71
TXN-0003755,ST-BRA-001,Central,Y,Debit,5,3,52.59
TXN-0003756,ST-BRA-001,Central,Y,Credit,2,2,31.30
TXN-0003757,ST-BRA-001,Central,Y,Credit,3,2,14.36
TXN-0003758,ST-BRA-001,Central,Y,Credit,5,3,37.28
TXN-0003759,ST-BRA-001,Central,Y,Mobile,2,2,18.42
TXN-0003760,ST-BRA-001,Central,N,Credit,5,4,49.53
TXN-0003761,ST-BRA-001,Central,Y,Credit,7,5,52.55
TXN-0003762,ST-BRA-001,Central,N,Debit,2,2,21.26
TXN-0003763,ST-BRA-001,Central,Y,Credit,7,4,67.54
TXN-0003764,ST-BRA-001,Central,Y,Mobile,3,2,26.46
TXN-0003765,ST-BRA-001,Central,Y,Credit,9,6,64.83
TXN-0003766,ST-HAM-001,Central,Y,Credit,1,1,8.39
TXN-0003767,ST-HAM-001,Central,Y,Credit,7,4,45.88
TXN-0003768,ST-HAM-001,Central,Y,Debit,6,3,56.80
TXN-0003769,ST-HAM-001,Central,N,Credit,7,5,53.39
TXN-0003770,ST-HAM-001,Central,N,Credit,3,3,34.33
TXN-0003771,ST-HAM-001,Central,N,Debit,5,4,59.79
TXN-0003772,ST-HAM-001,Central,N,Cash,3,3,14.47
TXN-0003773,ST-HAM-001,Central,N,Credit,3,3,14.04
TXN-0003774,ST-KIT-001,Central,N,Credit,2,1,4.36
TXN-0003775,ST-KIT-001,Central,N,Debit,2,1,10.04
TXN-0003776,ST-KIT-001,Central,Y,Credit,5,5,55.73
TXN-0003777,ST-KIT-001,Central,N,Cash,6,5,59.84
TXN-0003778,ST-KIT-001,Central,N,Credit,6,5,64.74
TXN-0003779,ST-KIT-001,Central,N,Mobile,5,4,48.80
TXN-0003780,ST-KIT-001,Central,N,Credit,5,4,51.22
TXN-0003781,ST-KIT-001,Central,Y,Credit,5,3,48.18
TXN-0003782,ST-KIT-001,Central,Y,Credit,4,2,37.99
TXN-0003783,ST-KIT-001,Central,Y,Credit,1,1,11.97
TXN-0003784,ST-LON-001,Central,Y,Credit,5,3,28.12
TXN-0003785,ST-LON-001,Central,Y,Debit,7,4,79.63
TXN-0003786,ST-LON-001,Central,Y,Credit,1,1,5.29
TXN-0003787,ST-LON-001,Central,N,Debit,4,3,24.42
TXN-0003788,ST-LON-001,Central,Y,Credit,4,2,31.12
TXN-0003789,ST-LON-001,Central,Y,Credit,5,4,28.49
TXN-0003790,ST-LON-001,Central,Y,Cash,5,4,39.13
TXN-0003791,ST-LON-001,Central,Y,Credit,6,3,38.42
TXN-0003792,ST-LON-001,Central,N,Credit,5,3,34.70
TXN-0003793,ST-LON-001,Central,N,Cash,5,2,73.79
TXN-0003794,ST-LON-001,Central,Y,Debit,2,2,32.64
TXN-0003795,ST-LON-001,Central,Y,Cash,4,3,53.64
TXN-0003796,ST-LON-001,Central,Y,Debit,8,3,62.00
TXN-0003797,ST-LON-001,Central,Y,Cash,5,4,44.75
TXN-0003798,ST-LON-001,Central,Y,Cash,5,4,29.03
TXN-0003799,ST-LON-001,Central,Y,Cash,6,3,88.90
TXN-0003800,ST-OTT-001,Eastern,N,Debit,3,2,37.94
TXN-0003801,ST-OTT-001,Eastern,N,Debit,3,3,27.26
TXN-0003802,ST-OTT-001,Eastern,Y,Cash,1,1,10.77
TXN-0003803,ST-OTT-001,Eastern,Y,Cash,10,5,94.52
TXN-0003804,ST-OTT-001,Eastern,N,Debit,6,3,68.99
TXN-0003805,ST-OTT-001,Eastern,N,Credit,3,2,20.70
TXN-0003806,ST-OTT-001,Eastern,Y,Credit,3,2,13.83
TXN-0003807,ST-OTT-001,Eastern,Y,Credit,1,1,14.96
TXN-0003808,ST-OTT-002,Eastern,Y,Credit,2,1,22.72
TXN-0003809,ST-OTT-002,Eastern,N,Cash,1,1,5.42
TXN-0003810,ST-OTT-002,Eastern,N,Credit,3,2,45.41
TXN-0003811,ST-OTT-002,Eastern,Y,Credit,3,1,45.27
TXN-0003812,ST-OTT-002,Eastern,Y,Debit,3,2,14.81
TXN-0003813,ST-OTT-002,Eastern,N,Credit,2,2,12.75
TXN-0003814,ST-OTT-002,Eastern,Y,Debit,1,1,10.20
TXN-0003815,ST-OTT-002,Eastern,N,Cash,6,5,66.10
TXN-0003816,ST-OTT-002,Eastern,N,Mobile,3,1,47.97
TXN-0003817,ST-OTT-002,Eastern,N,Cash,10,5,66.06
TXN-0003818,ST-CAL-001,Western,Y,Debit,11,4,144.38
TXN-0003819,ST-CAL-001,Western,Y,Credit,8,3,34.05
TXN-0003820,ST-CAL-001,Western,Y,Credit,4,2,58.00
TXN-0003821,ST-CAL-001,Western,Y,Debit,1,1,5.36
TXN-0003822,ST-CAL-001,Western,Y,Debit,6,3,44.18
TXN-0003823,ST-CAL-001,Western,Y,Credit,3,3,26.08
TXN-0003824,ST-CAL-001,Western,Y,Credit,7,4,57.02
TXN-0003825,ST-CAL-001,Western,Y,Credit,4,2,32.12
TXN-0003826,ST-CAL-001,Western,Y,Credit,3,1,9.39
TXN-0003827,ST-CAL-001,Western,N,Credit,6,3,54.14
TXN-0003828,ST-CAL-001,Western,N,Credit,8,3,70.08
TXN-0003829,ST-CAL-001,Western,Y,Credit,3,2,34.86
TXN-0003830,ST-CAL-001,Western,Y,Mobile,1,1,7.09
TXN-0003831,ST-CAL-001,Western,Y,Debit,3,1,9.63
TXN-0003832,ST-EDM-001,Western,Y,Debit,3,2,12.22
TXN-0003833,ST-EDM-001,Western,N,Credit,4,4,39.68
TXN-0003834,ST-EDM-001,Western,Y,Cash,4,2,10.26
TXN-0003835,ST-EDM-001,Western,Y,Debit,2,2,24.03
TXN-0003836,ST-EDM-001,Western,N,Credit,2,1,6.84
TXN-0003837,ST-EDM-001,Western,Y,Debit,1,1,17.29
TXN-0003838,ST-EDM-001,Western,Y,Mobile,3,3,25.14
TXN-0003839,ST-EDM-001,Western,Y,Credit,7,4,30.93
TXN-0003840,ST-EDM-001,Western,Y,Debit,1,1,7.96
